profile	frame_counter	ascent_rate_ms	latitude	longitude	altitude_m	vn_ms	ve_ms	vu_ms	battery_mv	tx_ma	system_temp_c	sats_used	fix_type	pdop	hdop	vdop	gps_week	tow_ms	cal_version	pressure_offset	temp_offset	humidity_offset	rf_tune_id	manufacturing_lot	raw_rssi_dbm	raw_snr_db	temperature_c	pressure_hpa	relative_humidity_pct	wind_dir_deg	wind_speed_ms	phase
9014	9014	-0.75	19.897784	72.40297	3385.0	-1.02	5.32	-0.75	3354	122	18.8	10	3	2.4	1.4	1.9	1869	88331000	2	-0.27	-0.16	1.0	403	M4643053	-80	11.1	14.9	733.8	35.0	281.0	5.4	descent
9015	9015	-1.0	19.897742	72.403195	3381.0	-1.18	5.91	-1.0	3351	118	18.3	9	3	1.5	1.8	0.3	1869	88335000	2	0.15	0.06	-0.1	403	M4643053	-86	13.6	14.6	734.1	35.0	281.0	6.0	descent
9016	9016	-0.75	19.897706	72.403398	3378.0	-1.01	5.29	-0.75	3347	124	18.2	11	3	1.3	1.5	0.3	1869	88339000	2	-0.04	0.08	1.0	403	M4643053	-87	16.5	14.6	734.4	37.0	281.0	5.4	descent
9017	9017	-0.75	19.897685	72.403603	3375.0	-0.58	5.37	-0.75	3345	116	18.4	8	3	1.1	1.6	0.3	1869	88343000	2	-0.18	0.19	1.0	403	M4643053	-86	12.6	14.8	734.7	36.0	276.0	5.4	descent
9018	9018	-1.0	19.897661	72.403839	3371.0	-0.66	6.19	-1.0	3347	121	19.0	11	3	1.3	1.7	0.3	1869	88347000	2	0.05	0.16	-0.0	403	M4643053	-87	16.2	14.8	735.0	35.0	276.0	6.2	descent
9019	9019	-0.75	19.897621	72.404042	3368.0	-1.12	5.3	-0.75	3353	120	19.0	10	3	1.4	0.9	1.1	1869	88351000	2	0.11	0.16	0.4	403	M4643053	-82	12.6	14.8	735.3	36.0	282.0	5.4	descent
9020	9020	-1.0	19.897584	72.404254	3364.0	-1.02	5.55	-1.0	3345	119	18.5	10	3	1.6	1.6	0.3	1869	88355000	2	-0.15	-0.08	-0.7	403	M4643053	-82	17.3	14.9	735.6	36.0	280.0	5.6	descent
9021	9021	-0.75	19.897555	72.404476	3361.0	-0.8	5.81	-0.75	3348	120	18.8	9	3	1.5	1.6	0.3	1869	88359000	2	-0.3	0.07	0.8	403	M4643053	-85	11.0	14.9	735.9	36.0	278.0	5.9	descent
9022	9022	-1.0	19.897515	72.404707	3357.0	-1.11	6.04	-1.0	3352	122	18.3	12	3	1.2	0.9	0.8	1869	88363000	2	0.27	-0.03	0.4	403	M4643053	-87	17.9	15.0	736.2	36.0	280.0	6.1	descent
9023	9023	-0.75	19.897482	72.404942	3354.0	-0.92	6.15	-0.75	3341	121	19.0	8	3	1.8	1.3	1.2	1869	88367000	2	0.23	-0.03	-0.6	403	M4643053	-80	10.7	14.9	736.5	34.0	279.0	6.2	descent
9024	9024	-0.75	19.897438	72.405175	3351.0	-1.23	6.1	-0.75	3348	119	19.0	9	3	2.0	1.5	1.3	1869	88371000	2	-0.02	0.09	-0.6	403	M4643053	-88	12.6	15.3	736.8	35.0	281.0	6.2	descent
9025	9025	-1.0	19.89741	72.405394	3347.0	-0.79	5.72	-1.0	3352	124	18.4	12	3	1.9	1.0	1.6	1869	88375000	2	-0.05	0.13	0.3	403	M4643053	-83	13.6	15.3	737.1	37.0	278.0	5.8	descent
9026	9026	-0.75	19.897381	72.405627	3344.0	-0.81	6.12	-0.75	3346	115	18.3	12	3	1.7	0.9	1.4	1869	88379000	2	0.07	0.01	-0.4	403	M4643053	-89	13.3	15.3	737.4	37.0	277.0	6.2	descent
9027	9027	-1.0	19.897355	72.405831	3340.0	-0.71	5.33	-1.0	3343	122	18.7	12	3	1.6	1.2	1.1	1869	88383000	2	0.22	0.04	-0.9	403	M4643053	-83	12.1	15.3	737.7	35.0	278.0	5.4	descent
9028	9028	-0.75	19.897322	72.40604	3337.0	-0.93	5.46	-0.75	3355	118	18.6	9	3	1.7	1.4	1.0	1869	88387000	2	-0.06	-0.0	-0.1	403	M4643053	-85	14.0	15.1	738.0	37.0	280.0	5.5	descent
9029	9029	-1.0	19.897292	72.406276	3333.0	-0.84	6.18	-1.0	3342	122	18.3	12	3	2.2	0.9	2.0	1869	88391000	2	0.03	-0.14	-0.5	403	M4643053	-80	17.3	15.0	738.3	36.0	278.0	6.2	descent
9030	9030	-0.75	19.89726	72.406496	3330.0	-0.87	5.76	-0.75	3344	122	19.0	10	3	1.9	1.4	1.3	1869	88395000	2	0.24	0.02	-0.6	403	M4643053	-89	9.8	15.5	738.6	36.0	279.0	5.8	descent
9031	9031	-1.0	19.897222	72.406701	3326.0	-1.07	5.37	-1.0	3354	119	19.2	10	3	1.6	0.8	1.4	1869	88399000	2	-0.3	-0.17	-0.5	403	M4643053	-82	11.8	15.5	738.9	35.0	281.0	5.5	descent
9032	9032	-0.75	19.897194	72.406923	3323.0	-0.78	5.79	-0.75	3342	121	19.1	11	3	2.3	1.6	1.7	1869	88403000	2	0.26	-0.19	0.6	403	M4643053	-81	11.1	15.3	739.2	35.0	278.0	5.8	descent
9033	9033	-1.0	19.897168	72.407144	3319.0	-0.73	5.8	-1.0	3348	115	18.5	11	3	2.4	1.2	2.1	1869	88407000	2	-0.01	0.02	0.1	403	M4643053	-89	8.6	15.1	739.5	35.0	277.0	5.8	descent
9034	9034	-0.75	19.897124	72.407377	3316.0	-1.22	6.08	-0.75	3350	117	18.6	8	3	1.5	1.7	0.3	1869	88411000	2	-0.28	-0.02	-0.7	403	M4643053	-85	13.3	15.7	739.8	37.0	281.0	6.2	descent
9035	9035	-1.0	19.897083	72.407587	3312.0	-1.15	5.51	-1.0	3355	120	19.2	8	3	1.3	1.4	0.3	1869	88415000	2	0.0	0.01	0.5	403	M4643053	-88	9.3	15.4	740.2	36.0	282.0	5.6	descent
9036	9036	-1.0	19.897046	72.40781	3308.0	-1.01	5.84	-1.0	3343	123	18.9	10	3	2.0	1.3	1.5	1869	88419000	2	0.12	0.12	-0.9	403	M4643053	-80	8.4	15.3	740.5	37.0	280.0	5.9	descent
9037	9037	-0.75	19.897027	72.408015	3305.0	-0.55	5.35	-0.75	3348	120	19.3	12	3	1.7	1.6	0.6	1869	88423000	2	0.18	-0.11	-1.0	403	M4643053	-87	11.4	15.7	740.8	35.0	276.0	5.4	descent
9038	9038	-0.75	19.897	72.40823	3302.0	-0.76	5.64	-0.75	3346	119	19.3	9	3	1.8	1.7	0.6	1869	88427000	2	0.07	-0.02	-0.9	403	M4643053	-85	11.2	15.4	741.1	35.0	278.0	5.7	descent
9039	9039	-1.0	19.896968	72.408448	3298.0	-0.87	5.69	-1.0	3354	121	19.0	9	3	2.3	1.7	1.5	1869	88431000	2	0.03	0.02	0.3	403	M4643053	-86	17.5	15.3	741.4	35.0	279.0	5.8	descent
9040	9040	-1.0	19.896946	72.40866	3294.0	-0.61	5.57	-1.0	3342	119	18.5	10	3	1.1	1.6	0.3	1869	88435000	2	-0.03	0.14	0.7	403	M4643053	-82	8.5	15.5	741.7	35.0	276.0	5.6	descent
9041	9041	-1.0	19.896917	72.408878	3290.0	-0.82	5.68	-1.0	3351	122	18.5	12	3	1.3	1.7	0.3	1869	88439000	2	0.15	-0.08	-0.1	403	M4643053	-87	8.6	15.8	742.1	36.0	278.0	5.7	descent
9042	9042	-1.0	19.896886	72.409108	3286.0	-0.84	6.03	-1.0	3347	121	18.9	12	3	1.5	1.5	0.3	1869	88443000	2	-0.2	-0.04	-1.0	403	M4643053	-81	15.2	15.9	742.4	34.0	278.0	6.1	descent
9043	9043	-0.75	19.896853	72.409345	3283.0	-0.94	6.2	-0.75	3347	124	19.2	9	3	2.5	1.0	2.3	1869	88447000	2	-0.03	0.04	0.6	403	M4643053	-81	12.3	15.8	742.7	36.0	279.0	6.3	descent
9044	9044	-1.0	19.896831	72.409579	3279.0	-0.6	6.13	-1.0	3345	115	19.1	11	3	2.4	0.8	2.3	1869	88451000	2	0.1	0.09	-0.2	403	M4643053	-82	14.9	15.6	743.1	33.0	276.0	6.2	descent
9045	9045	-1.0	19.896793	72.409787	3275.0	-1.05	5.44	-1.0	3345	115	19.0	11	3	2.1	1.3	1.6	1869	88455000	2	0.12	0.0	0.0	403	M4643053	-80	14.5	16.1	743.4	33.0	281.0	5.5	descent
9046	9046	-1.0	19.896752	72.410019	3271.0	-1.14	6.07	-1.0	3343	121	19.1	8	3	1.4	1.2	0.7	1869	88459000	2	-0.14	-0.12	-0.0	403	M4643053	-85	11.9	15.7	743.7	34.0	281.0	6.2	descent
9047	9047	-0.75	19.896728	72.410229	3268.0	-0.68	5.5	-0.75	3342	121	18.7	12	3	1.9	1.2	1.5	1869	88463000	2	0.11	0.17	1.0	403	M4643053	-86	12.1	15.6	744.0	35.0	277.0	5.5	descent
9048	9048	-1.0	19.896699	72.410468	3264.0	-0.81	6.25	-1.0	3341	115	19.4	11	3	1.6	1.1	1.2	1869	88467000	2	-0.27	-0.06	-0.4	403	M4643053	-87	12.9	16.0	744.3	34.0	277.0	6.3	descent
9049	9049	-0.75	19.896676	72.410684	3261.0	-0.64	5.65	-0.75	3353	124	19.2	10	3	2.1	0.8	1.9	1869	88471000	2	0.17	0.13	1.0	403	M4643053	-83	17.5	16.2	744.6	35.0	276.0	5.7	descent
9050	9050	-1.0	19.89665	72.410913	3257.0	-0.72	6.0	-1.0	3341	119	18.7	11	3	1.3	1.4	0.3	1869	88475000	2	-0.15	0.16	0.6	403	M4643053	-88	17.9	15.7	745.0	33.0	277.0	6.0	descent
9051	9051	-1.0	19.896612	72.411157	3253.0	-1.06	6.38	-1.0	3342	117	19.1	8	3	2.4	1.3	2.0	1869	88479000	2	0.23	0.02	-0.2	403	M4643053	-84	15.8	15.9	745.3	35.0	279.0	6.5	descent
9052	9052	-1.0	19.896574	72.411398	3249.0	-1.06	6.32	-1.0	3349	116	19.4	12	3	1.1	1.1	0.3	1869	88483000	2	0.11	-0.14	0.4	403	M4643053	-88	10.7	15.7	745.7	33.0	280.0	6.4	descent
9053	9053	-0.75	19.896546	72.411619	3246.0	-0.78	5.77	-0.75	3353	122	19.5	12	3	2.3	1.5	1.7	1869	88487000	2	0.29	-0.18	-0.5	403	M4643053	-83	10.1	16.4	746.0	33.0	278.0	5.8	descent
9054	9054	-1.0	19.896496	72.411864	3242.0	-1.39	6.41	-1.0	3342	120	19.5	12	3	2.1	1.7	1.2	1869	88491000	2	0.27	0.14	0.0	403	M4643053	-80	16.2	16.2	746.3	34.0	282.0	6.6	descent
9055	9055	-0.75	19.896463	72.412099	3239.0	-0.93	6.16	-0.75	3344	123	19.1	11	3	1.2	1.5	0.3	1869	88495000	2	0.3	-0.11	-0.2	403	M4643053	-88	8.0	16.2	746.5	35.0	279.0	6.2	descent
9056	9056	-0.75	19.896423	72.412346	3236.0	-1.1	6.45	-0.75	3343	116	18.7	12	3	1.2	0.9	0.8	1869	88499000	2	-0.18	0.1	-0.5	403	M4643053	-88	15.8	16.3	746.8	33.0	280.0	6.5	descent
9057	9057	-1.0	19.896374	72.412586	3232.0	-1.36	6.29	-1.0	3351	123	18.9	10	3	1.7	1.6	0.6	1869	88503000	2	0.06	0.13	-0.7	403	M4643053	-83	16.0	16.2	747.1	35.0	282.0	6.4	descent
9058	9058	-0.75	19.89632	72.412824	3229.0	-1.5	6.23	-0.75	3347	115	19.1	12	3	1.8	0.9	1.6	1869	88507000	2	0.23	0.12	0.2	403	M4643053	-81	10.5	16.2	747.4	35.0	284.0	6.4	descent
9059	9059	-0.75	19.896286	72.413048	3226.0	-0.95	5.86	-0.75	3349	121	18.8	8	3	1.5	1.0	1.1	1869	88511000	2	0.26	0.18	-0.6	403	M4643053	-81	12.7	16.3	747.7	34.0	279.0	5.9	descent
9060	9060	-0.75	19.896252	72.413278	3223.0	-0.96	6.02	-0.75	3351	117	19.1	12	3	2.3	1.6	1.7	1869	88515000	2	0.2	0.19	0.8	403	M4643053	-87	11.4	16.5	748.0	33.0	279.0	6.1	descent
9061	9061	-1.0	19.896192	72.413517	3219.0	-1.65	6.26	-1.0	3351	122	19.6	11	3	1.3	1.1	0.7	1869	88519000	2	-0.02	-0.13	0.7	403	M4643053	-88	16.9	16.6	748.3	35.0	285.0	6.5	descent
9062	9062	-0.75	19.896148	72.41373	3216.0	-1.23	5.57	-0.75	3344	123	18.6	10	3	2.3	0.9	2.1	1869	88523000	2	0.11	0.1	-0.0	403	M4643053	-80	17.8	16.0	748.6	35.0	282.0	5.7	descent
9063	9063	-0.75	19.896095	72.413953	3213.0	-1.49	5.84	-0.75	3349	123	19.3	8	3	1.8	0.8	1.6	1869	88527000	2	-0.18	-0.14	0.8	403	M4643053	-82	16.9	16.3	748.8	35.0	284.0	6.0	descent
9064	9064	-0.75	19.896043	72.414163	3210.0	-1.43	5.49	-0.75	3343	123	18.8	8	3	2.0	1.1	1.7	1869	88531000	2	-0.23	0.11	-0.3	403	M4643053	-83	11.0	16.4	749.1	34.0	285.0	5.7	descent
9065	9065	-0.75	19.895981	72.414404	3207.0	-1.74	6.31	-0.75	3348	116	19.0	8	3	2.0	1.6	1.2	1869	88535000	2	0.16	0.02	-0.9	403	M4643053	-88	17.0	16.4	749.4	34.0	285.0	6.5	descent
9066	9066	-1.0	19.895926	72.414645	3203.0	-1.53	6.3	-1.0	3344	122	18.8	9	3	2.3	1.5	1.7	1869	88539000	2	0.12	0.15	-0.8	403	M4643053	-83	16.8	16.8	749.7	33.0	284.0	6.5	descent
9067	9067	-0.75	19.895873	72.414861	3200.0	-1.47	5.66	-0.75	3341	116	19.6	12	3	1.2	1.4	0.3	1869	88543000	2	0.19	-0.16	0.7	403	M4643053	-82	12.3	16.8	750.0	33.0	285.0	5.8	descent
9068	9068	-0.75	19.895832	72.415085	3197.0	-1.13	5.86	-0.75	3341	124	19.2	10	3	1.2	1.6	0.3	1869	88547000	2	-0.13	-0.01	0.3	403	M4643053	-83	11.9	16.4	750.3	34.0	281.0	6.0	descent
9069	9069	-1.0	19.895768	72.41531	3193.0	-1.78	5.91	-1.0	3342	115	18.6	8	3	2.1	0.9	1.9	1869	88551000	2	-0.25	-0.02	0.8	403	M4643053	-87	15.6	16.2	750.6	32.0	287.0	6.2	descent
9070	9070	-1.0	19.895718	72.415535	3189.0	-1.4	5.87	-1.0	3348	123	19.3	9	3	2.4	1.0	2.2	1869	88555000	2	0.26	0.08	-0.7	403	M4643053	-87	8.2	16.6	750.9	34.0	283.0	6.0	descent
9071	9071	-0.75	19.895675	72.415761	3186.0	-1.19	5.93	-0.75	3352	117	19.0	11	3	1.4	1.1	0.9	1869	88559000	2	-0.26	-0.06	-1.0	403	M4643053	-85	17.0	16.8	751.2	35.0	281.0	6.0	descent
9072	9072	-0.75	19.895632	72.415993	3183.0	-1.21	6.07	-0.75	3351	117	19.5	12	3	2.3	1.0	2.1	1869	88563000	2	-0.08	0.04	0.9	403	M4643053	-81	8.1	16.7	751.5	34.0	281.0	6.2	descent
9073	9073	-0.75	19.895583	72.416223	3180.0	-1.35	6.02	-0.75	3347	117	19.4	9	3	1.8	0.9	1.6	1869	88567000	2	-0.06	-0.15	-0.4	403	M4643053	-88	9.9	16.4	751.8	33.0	283.0	6.2	descent
9074	9074	-1.0	19.895523	72.416446	3176.0	-1.67	5.83	-1.0	3345	124	18.8	10	3	1.7	1.7	0.3	1869	88571000	2	-0.16	-0.16	-0.2	403	M4643053	-84	15.0	16.8	752.1	35.0	286.0	6.1	descent
9075	9075	-1.0	19.895459	72.41666	3172.0	-1.8	5.6	-1.0	3348	117	19.3	8	3	2.2	1.7	1.4	1869	88575000	2	-0.15	-0.01	1.0	403	M4643053	-84	15.6	16.6	752.5	34.0	288.0	5.9	descent
9076	9076	-1.25	19.895404	72.416877	3167.0	-1.52	5.68	-1.25	3338	119	18.7	8	3	1.7	1.6	0.6	1869	88579000	2	-0.11	0.04	-0.6	403	M4643053	-81	9.9	16.6	752.9	32.0	285.0	5.9	descent
9077	9077	-1.25	19.895351	72.417089	3162.0	-1.48	5.53	-1.25	3350	119	19.5	9	3	1.4	1.5	0.3	1869	88583000	2	0.17	-0.01	-0.6	403	M4643053	-81	8.4	17.0	753.3	32.0	285.0	5.7	descent
9078	9078	-1.25	19.895304	72.417298	3157.0	-1.31	5.47	-1.25	3345	115	19.7	8	3	1.2	1.4	0.3	1869	88587000	2	0.08	0.1	0.2	403	M4643053	-89	11.5	16.9	753.8	34.0	283.0	5.6	descent
9079	9079	-1.5	19.895241	72.417501	3151.0	-1.77	5.32	-1.5	3352	116	19.1	11	3	1.9	1.6	1.0	1869	88591000	2	0.23	-0.08	0.8	403	M4643053	-80	10.7	16.8	754.3	33.0	288.0	5.6	descent
9080	9080	-1.5	19.895189	72.417703	3145.0	-1.43	5.3	-1.5	3340	119	18.8	11	3	1.1	1.1	0.3	1869	88595000	2	0.02	0.07	0.8	403	M4643053	-86	12.4	16.7	754.8	34.0	285.0	5.5	descent
9081	9081	-1.25	19.895127	72.417906	3140.0	-1.74	5.29	-1.25	3345	115	18.9	9	3	1.7	1.4	1.0	1869	88599000	2	-0.09	0.13	0.3	403	M4643053	-89	9.1	16.8	755.3	35.0	288.0	5.6	descent
9082	9082	-1.5	19.895059	72.418103	3134.0	-1.89	5.16	-1.5	3351	123	18.8	9	3	2.0	1.4	1.4	1869	88603000	2	-0.12	0.01	0.6	403	M4643053	-83	11.4	17.2	755.8	33.0	290.0	5.5	descent
9083	9083	-1.25	19.895	72.418334	3129.0	-1.65	6.05	-1.25	3352	119	19.2	8	3	2.4	1.1	2.1	1869	88607000	2	0.13	0.07	0.9	403	M4643053	-83	16.2	17.2	756.3	32.0	285.0	6.3	descent
9084	9084	-1.5	19.894939	72.418531	3123.0	-1.69	5.16	-1.5	3349	122	18.8	8	3	2.2	0.8	2.0	1869	88611000	2	-0.03	-0.16	0.0	403	M4643053	-84	14.2	17.1	756.8	34.0	288.0	5.4	descent
9085	9085	-1.0	19.89486	72.418745	3119.0	-2.2	5.59	-1.0	3344	118	19.2	12	3	2.2	1.1	1.9	1869	88615000	2	0.19	0.12	-0.8	403	M4643053	-87	15.5	17.3	757.2	35.0	291.0	6.0	descent
9086	9086	-1.0	19.894783	72.418943	3115.0	-2.14	5.18	-1.0	3350	116	19.0	8	3	1.2	1.8	0.3	1869	88619000	2	-0.23	-0.13	0.3	403	M4643053	-80	12.8	17.0	757.5	33.0	292.0	5.6	descent
9087	9087	-0.75	19.894709	72.419175	3112.0	-2.07	6.07	-0.75	3348	121	19.6	9	3	2.1	1.7	1.2	1869	88623000	2	-0.17	0.03	-0.0	403	M4643053	-83	9.6	17.1	757.8	34.0	289.0	6.4	descent
9088	9088	-0.75	19.894616	72.419399	3109.0	-2.58	5.86	-0.75	3340	117	19.2	11	3	2.3	0.9	2.1	1869	88627000	2	-0.23	0.11	-0.8	403	M4643053	-82	15.0	17.1	758.0	34.0	294.0	6.4	descent
9089	9089	-0.75	19.894524	72.419609	3106.0	-2.56	5.49	-0.75	3348	116	19.7	11	3	1.5	0.9	1.2	1869	88631000	2	0.2	-0.01	1.0	403	M4643053	-85	8.1	17.2	758.3	34.0	295.0	6.1	descent
9090	9090	-0.75	19.894429	72.419834	3103.0	-2.64	5.89	-0.75	3342	117	19.6	11	3	1.7	1.8	0.3	1869	88635000	2	0.28	-0.12	-0.5	403	M4643053	-85	17.6	17.6	758.5	33.0	294.0	6.5	descent
9091	9091	-0.5	19.894343	72.420045	3101.0	-2.41	5.52	-0.5	3339	118	19.1	9	3	1.6	1.8	0.3	1869	88639000	2	0.2	0.04	-0.2	403	M4643053	-82	11.8	17.1	758.8	34.0	294.0	6.0	descent
9092	9092	-0.75	19.894252	72.420246	3098.0	-2.54	5.27	-0.75	3346	122	19.6	12	3	2.0	1.1	1.7	1869	88643000	2	0.22	-0.16	-0.3	403	M4643053	-80	17.4	17.1	759.0	32.0	296.0	5.8	descent
9093	9093	-0.75	19.894154	72.420471	3095.0	-2.71	5.88	-0.75	3338	115	19.5	9	3	1.4	1.3	0.5	1869	88647000	2	-0.1	0.19	-0.8	403	M4643053	-80	16.7	17.5	759.3	35.0	295.0	6.5	descent
9094	9094	-0.75	19.894069	72.420672	3092.0	-2.36	5.28	-0.75	3339	115	19.3	8	3	1.1	1.7	0.3	1869	88651000	2	-0.14	-0.14	-0.9	403	M4643053	-84	8.2	17.2	759.5	33.0	294.0	5.8	descent
9095	9095	-0.75	19.893988	72.420897	3089.0	-2.27	5.87	-0.75	3351	116	18.9	8	3	1.3	1.7	0.3	1869	88655000	2	0.13	-0.02	-0.9	403	M4643053	-84	8.2	17.4	759.8	33.0	291.0	6.3	descent
9096	9096	-0.5	19.893908	72.421111	3087.0	-2.22	5.62	-0.5	3349	115	18.9	10	3	2.3	1.2	2.0	1869	88659000	2	0.27	-0.05	-0.7	403	M4643053	-88	15.1	17.2	760.0	33.0	292.0	6.0	descent
9097	9097	-0.75	19.893817	72.421315	3084.0	-2.51	5.32	-0.75	3343	120	19.8	10	3	1.7	1.3	1.1	1869	88663000	2	0.05	0.19	0.4	403	M4643053	-83	17.9	17.3	760.3	34.0	295.0	5.9	descent
9098	9098	-0.75	19.893726	72.421547	3081.0	-2.53	6.09	-0.75	3345	123	19.3	10	3	1.1	1.7	0.3	1869	88667000	2	0.03	-0.12	0.8	403	M4643053	-89	9.8	17.5	760.5	34.0	293.0	6.6	descent
9099	9099	-0.75	19.893628	72.421782	3078.0	-2.74	6.13	-0.75	3340	120	19.1	12	3	2.3	1.4	1.8	1869	88671000	2	0.2	0.2	-0.6	403	M4643053	-83	14.1	17.6	760.8	32.0	294.0	6.7	descent
9100	9100	-0.75	19.89352	72.422003	3075.0	-3.01	5.79	-0.75	3347	115	19.4	9	3	1.2	1.6	0.3	1869	88675000	2	0.07	-0.08	0.6	403	M4643053	-84	9.2	17.8	761.0	33.0	297.0	6.5	descent
9101	9101	-0.75	19.893421	72.422231	3072.0	-2.74	5.98	-0.75	3339	124	19.4	11	3	1.4	1.8	0.3	1869	88679000	2	-0.14	-0.03	0.1	403	M4643053	-88	9.3	17.7	761.3	33.0	295.0	6.6	descent
9102	9102	-0.5	19.893326	72.422456	3070.0	-2.65	5.88	-0.5	3337	117	19.2	8	3	2.4	0.8	2.3	1869	88683000	2	0.2	0.11	-0.1	403	M4643053	-87	15.4	17.6	761.5	32.0	294.0	6.5	descent
9103	9103	-0.75	19.893229	72.422689	3067.0	-2.69	6.09	-0.75	3350	119	19.7	12	3	1.3	1.0	0.8	1869	88687000	2	-0.22	-0.07	-0.5	403	M4643053	-80	8.8	17.3	761.8	33.0	294.0	6.7	descent
9104	9104	-0.75	19.893134	72.422894	3064.0	-2.64	5.37	-0.75	3351	120	19.9	12	3	1.2	0.8	0.9	1869	88691000	2	-0.24	0.11	0.0	403	M4643053	-88	13.8	17.8	762.1	32.0	296.0	6.0	descent
9105	9105	-0.75	19.89304	72.423138	3061.0	-2.62	6.39	-0.75	3348	118	19.3	8	3	2.4	0.9	2.2	1869	88695000	2	0.12	0.13	0.4	403	M4643053	-80	15.3	17.7	762.3	31.0	292.0	6.9	descent
9106	9106	-0.75	19.892937	72.42337	3058.0	-2.86	6.08	-0.75	3339	117	19.1	12	3	2.1	1.2	1.7	1869	88699000	2	-0.12	-0.19	-0.3	403	M4643053	-82	11.0	17.6	762.6	32.0	295.0	6.7	descent
9107	9107	-0.75	19.892841	72.423587	3055.0	-2.68	5.67	-0.75	3337	124	19.1	10	3	2.3	1.5	1.7	1869	88703000	2	0.21	0.16	0.1	403	M4643053	-86	11.5	17.8	762.8	32.0	295.0	6.3	descent
9108	9108	-0.5	19.892736	72.423822	3053.0	-2.93	6.15	-0.5	3341	120	19.9	9	3	1.9	1.6	1.0	1869	88707000	2	0.14	-0.15	-0.9	403	M4643053	-80	9.0	18.1	763.0	33.0	295.0	6.8	descent
9109	9109	-0.5	19.892632	72.424032	3051.0	-2.89	5.49	-0.5	3341	124	19.9	11	3	1.1	1.0	0.5	1869	88711000	2	-0.05	0.18	0.3	403	M4643053	-88	13.8	18.0	763.2	32.0	298.0	6.2	descent
9110	9110	-0.75	19.89254	72.424241	3048.0	-2.57	5.49	-0.75	3352	119	19.7	8	3	1.4	0.9	1.1	1869	88715000	2	0.0	0.02	-0.9	403	M4643053	-83	9.8	17.5	763.5	31.0	295.0	6.1	descent
9111	9111	-0.75	19.892455	72.424471	3045.0	-2.35	6.01	-0.75	3348	123	19.7	11	3	1.3	1.2	0.5	1869	88719000	2	-0.01	-0.07	-0.9	403	M4643053	-82	8.3	18.0	763.7	31.0	291.0	6.5	descent
9112	9112	-0.75	19.892354	72.424705	3042.0	-2.82	6.13	-0.75	3337	121	19.6	10	3	1.4	1.4	0.3	1869	88723000	2	0.15	-0.14	-0.5	403	M4643053	-84	12.8	18.0	764.0	33.0	295.0	6.7	descent
9113	9113	-0.75	19.892273	72.42492	3039.0	-2.26	5.61	-0.75	3340	122	19.3	8	3	1.1	1.6	0.3	1869	88727000	2	0.29	0.09	0.8	403	M4643053	-81	14.6	17.7	764.3	33.0	292.0	6.0	descent
9114	9114	-0.75	19.892189	72.425131	3036.0	-2.32	5.54	-0.75	3337	120	19.1	11	3	2.4	1.3	2.0	1869	88731000	2	-0.25	-0.14	0.5	403	M4643053	-88	9.3	17.8	764.6	31.0	293.0	6.0	descent
9115	9115	-1.0	19.892103	72.425337	3032.0	-2.42	5.39	-1.0	3339	116	19.2	10	3	1.6	1.1	1.2	1869	88735000	2	-0.12	0.18	-0.9	403	M4643053	-84	15.9	17.8	764.9	32.0	294.0	5.9	descent
9116	9116	-1.25	19.892012	72.425562	3027.0	-2.52	5.89	-1.25	3340	117	19.6	11	3	1.6	1.1	1.2	1869	88739000	2	-0.28	0.04	-0.8	403	M4643053	-88	10.5	18.0	765.4	33.0	293.0	6.4	descent
9117	9117	-1.25	19.891928	72.425787	3022.0	-2.35	5.88	-1.25	3337	123	19.5	12	3	1.1	1.7	0.3	1869	88743000	2	-0.03	-0.15	-0.0	403	M4643053	-81	11.1	17.9	765.8	30.0	292.0	6.3	descent
9118	9118	-1.5	19.89185	72.42599	3016.0	-2.18	5.33	-1.5	3339	124	19.9	9	3	2.4	1.5	1.9	1869	88747000	2	0.11	-0.09	0.4	403	M4643053	-81	17.7	17.8	766.3	29.0	292.0	5.8	descent
9119	9119	-1.25	19.89177	72.426197	3011.0	-2.22	5.4	-1.25	3337	119	19.6	10	3	2.4	1.0	2.2	1869	88751000	2	-0.26	-0.12	-0.1	403	M4643053	-86	13.2	18.5	766.8	31.0	292.0	5.8	descent
9120	9120	-1.5	19.891679	72.426393	3005.0	-2.52	5.15	-1.5	3343	121	19.4	11	3	2.4	1.1	2.1	1869	88755000	2	-0.24	-0.18	0.1	403	M4643053	-83	10.9	18.3	767.3	30.0	296.0	5.7	descent
9121	9121	-1.5	19.891592	72.426589	2999.0	-2.42	5.11	-1.5	3345	118	19.3	8	3	1.6	1.0	1.2	1869	88759000	2	-0.14	0.14	0.4	403	M4643053	-89	11.8	18.5	767.9	30.0	295.0	5.7	descent
9122	9122	-1.5	19.891515	72.426796	2993.0	-2.15	5.43	-1.5	3351	121	19.8	11	3	2.0	0.9	1.8	1869	88763000	2	-0.12	-0.08	-0.1	403	M4643053	-88	9.4	18.6	768.4	29.0	292.0	5.8	descent
9123	9123	-1.25	19.891428	72.427013	2988.0	-2.43	5.68	-1.25	3338	124	19.9	9	3	1.7	1.7	0.3	1869	88767000	2	0.04	0.15	0.1	403	M4643053	-83	14.1	18.1	768.8	30.0	293.0	6.2	descent
